implementation,byte_value,time_ns,sample_id
Safe (PyCryptodome),69,2774.6,25
Vulnerable (Naive),69,33198.0,26
Safe (PyCryptodome),69,2739.6,26
Vulnerable (Naive),69,27678.2,27
Safe (PyCryptodome),69,3139.8,27
Vulnerable (Naive),69,37164.4,28
Safe (PyCryptodome),69,2753.6,28
Vulnerable (Naive),69,28867.8,29
Safe (PyCryptodome),69,2225.2,29
Vulnerable (Naive),69,18634.8,30
Safe (PyCryptodome),69,2207.4,30
Vulnerable (Naive),69,22839.8,31
Safe (PyCryptodome),69,2163.8,31
Vulnerable (Naive),69,25758.4,32
Safe (PyCryptodome),69,2194.4,32
Vulnerable (Naive),69,14749.4,33
Safe (PyCryptodome),69,2908.4,33
Vulnerable (Naive),69,25406.6,34
Safe (PyCryptodome),69,2140.6,34
Vulnerable (Naive),69,22532.4,35
Safe (PyCryptodome),69,2586.4,35
Vulnerable (Naive),69,17055.8,36
Safe (PyCryptodome),69,2156.0,36
Vulnerable (Naive),69,71834.0,37
Safe (PyCryptodome),69,2976.4,37
Vulnerable (Naive),69,30329.6,38
Safe (PyCryptodome),69,3341.0,38
Vulnerable (Naive),69,20324.4,39
Safe (PyCryptodome),69,3831.4,39
Vulnerable (Naive),69,32965.2,40
Safe (PyCryptodome),69,3842.2,40
Vulnerable (Naive),69,23351.2,41
Safe (PyCryptodome),69,2809.4,41
Vulnerable (Naive),69,23060.6,42
Safe (PyCryptodome),69,2985.0,42
Vulnerable (Naive),69,27669.8,43
Safe (PyCryptodome),69,3181.0,43
Vulnerable (Naive),69,26714.2,44
Safe (PyCryptodome),69,2811.2,44
Vulnerable (Naive),69,27631.2,45
Safe (PyCryptodome),69,3695.8,45
Vulnerable (Naive),69,22276.6,46
Safe (PyCryptodome),69,2236.2,46
Vulnerable (Naive),69,14507.4,47
Safe (PyCryptodome),69,2279.2,47
Vulnerable (Naive),69,30173.0,48
Safe (PyCryptodome),69,2947.4,48
Vulnerable (Naive),69,14869.4,49
Safe (PyCryptodome),69,2396.0,49
Vulnerable (Naive),70,22487.8,0
Safe (PyCryptodome),70,2390.4,0
Vulnerable (Naive),70,18480.4,1
Safe (PyCryptodome),70,2346.4,1
Vulnerable (Naive),70,33053.8,2
Safe (PyCryptodome),70,2030.6,2
Vulnerable (Naive),70,16421.4,3
Safe (PyCryptodome),70,5180.8,3
Vulnerable (Naive),70,50776.4,4
Safe (PyCryptodome),70,3203.6,4
Vulnerable (Naive),70,22877.4,5
Safe (PyCryptodome),70,2604.4,5
Vulnerable (Naive),70,29522.0,6
Safe (PyCryptodome),70,2241.6,6
Vulnerable (Naive),70,23805.0,7
Safe (PyCryptodome),70,2487.2,7
Vulnerable (Naive),70,19982.2,8
Safe (PyCryptodome),70,2505.8,8
Vulnerable (Naive),70,28548.4,9
Safe (PyCryptodome),70,2473.4,9
Vulnerable (Naive),70,20443.4,10
Safe (PyCryptodome),70,2897.0,10
Vulnerable (Naive),70,19773.0,11
Safe (PyCryptodome),70,2789.6,11
Vulnerable (Naive),70,48419.0,12
Safe (PyCryptodome),70,2127.8,12
Vulnerable (Naive),70,18860.6,13
Safe (PyCryptodome),70,2194.2,13
Vulnerable (Naive),70,20676.4,14
Safe (PyCryptodome),70,2101.8,14
Vulnerable (Naive),70,39491.8,15
Safe (PyCryptodome),70,2798.8,15
Vulnerable (Naive),70,43542.2,16
Safe (PyCryptodome),70,3193.4,16
Vulnerable (Naive),70,29904.8,17
Safe (PyCryptodome),70,2241.2,17
Vulnerable (Naive),70,28696.6,18
Safe (PyCryptodome),70,2249.2,18
Vulnerable (Naive),70,22612.6,19
Safe (PyCryptodome),70,2277.8,19
Vulnerable (Naive),70,30881.4,20
Safe (PyCryptodome),70,2192.6,20
Vulnerable (Naive),70,14331.0,21
Safe (PyCryptodome),70,2192.8,21
Vulnerable (Naive),70,14448.2,22
Safe (PyCryptodome),70,2174.0,22
Vulnerable (Naive),70,31496.2,23
Safe (PyCryptodome),70,2160.2,23
Vulnerable (Naive),70,45924.4,24
Safe (PyCryptodome),70,2329.2,24
Vulnerable (Naive),70,24657.6,25
Safe (PyCryptodome),70,3528.4,25
Vulnerable (Naive),70,32293.0,26
Safe (PyCryptodome),70,2431.4,26
Vulnerable (Naive),70,26260.4,27
Safe (PyCryptodome),70,2076.8,27
Vulnerable (Naive),70,16844.4,28
Safe (PyCryptodome),70,2066.8,28
Vulnerable (Naive),70,17493.2,29
Safe (PyCryptodome),70,2378.8,29
Vulnerable (Naive),70,27534.2,30
Safe (PyCryptodome),70,2498.4,30
Vulnerable (Naive),70,49729.0,31
Safe (PyCryptodome),70,6211.2,31
Vulnerable (Naive),70,49868.0,32
Safe (PyCryptodome),70,2864.0,32
Vulnerable (Naive),70,22426.0,33
Safe (PyCryptodome),70,2839.0,33
Vulnerable (Naive),70,31135.4,34
Safe (PyCryptodome),70,3006.4,34
Vulnerable (Naive),70,19775.8,35
Safe (PyCryptodome),70,2447.6,35
Vulnerable (Naive),70,23160.4,36
Safe (PyCryptodome),70,2340.6,36
Vulnerable (Naive),70,36072.8,37
Safe (PyCryptodome),70,4507.4,37
Vulnerable (Naive),70,15192.4,38
Safe (PyCryptodome),70,2064.4,38
Vulnerable (Naive),70,27697.2,39
Safe (PyCryptodome),70,2083.4,39
Vulnerable (Naive),70,40228.8,40
Safe (PyCryptodome),70,2073.2,40
Vulnerable (Naive),70,14374.8,41
Safe (PyCryptodome),70,2172.8,41
Vulnerable (Naive),70,20986.0,42
Safe (PyCryptodome),70,2236.4,42
Vulnerable (Naive),70,33163.0,43
Safe (PyCryptodome),70,2119.6,43
Vulnerable (Naive),70,39493.4,44
Safe (PyCryptodome),70,3347.6,44
Vulnerable (Naive),70,24644.8,45
Safe (PyCryptodome),70,2521.8,45
Vulnerable (Naive),70,23484.8,46
Safe (PyCryptodome),70,2471.6,46
Vulnerable (Naive),70,19212.8,47
Safe (PyCryptodome),70,2477.6,47
Vulnerable (Naive),70,15475.2,48
Safe (PyCryptodome),70,2479.4,48
Vulnerable (Naive),70,25695.8,49
Safe (PyCryptodome),70,2097.6,49
Vulnerable (Naive),71,30009.0,0
Safe (PyCryptodome),71,2241.2,0
Vulnerable (Naive),71,18970.2,1
Safe (PyCryptodome),71,2882.6,1
Vulnerable (Naive),71,19224.8,2
Safe (PyCryptodome),71,2452.4,2
Vulnerable (Naive),71,20800.0,3
Safe (PyCryptodome),71,2168.6,3
Vulnerable (Naive),71,23220.8,4
Safe (PyCryptodome),71,2502.8,4
Vulnerable (Naive),71,19323.8,5
Safe (PyCryptodome),71,2098.0,5
Vulnerable (Naive),71,31137.4,6
Safe (PyCryptodome),71,2130.6,6
Vulnerable (Naive),71,39545.0,7
Safe (PyCryptodome),71,2704.2,7
Vulnerable (Naive),71,28305.8,8
Safe (PyCryptodome),71,2204.6,8
Vulnerable (Naive),71,35674.0,9
Safe (PyCryptodome),71,2243.6,9
Vulnerable (Naive),71,16325.8,10
Safe (PyCryptodome),71,2604.8,10
Vulnerable (Naive),71,33662.8,11
Safe (PyCryptodome),71,2736.8,11
Vulnerable (Naive),71,35787.0,12
Safe (PyCryptodome),71,3242.0,12
Vulnerable (Naive),71,49292.8,13
Safe (PyCryptodome),71,2459.8,13
Vulnerable (Naive),71,28993.4,14
Safe (PyCryptodome),71,2603.6,14
Vulnerable (Naive),71,40626.2,15
Safe (PyCryptodome),71,6211.2,15
Vulnerable (Naive),71,73038.2,16
Safe (PyCryptodome),71,5124.4,16
Vulnerable (Naive),71,38463.8,17
Safe (PyCryptodome),71,2219.4,17
Vulnerable (Naive),71,22336.6,18
Safe (PyCryptodome),71,3816.2,18
Vulnerable (Naive),71,24032.0,19
Safe (PyCryptodome),71,2482.2,19
Vulnerable (Naive),71,26460.8,20
Safe (PyCryptodome),71,4266.2,20
Vulnerable (Naive),71,38956.0,21
Safe (PyCryptodome),71,5639.0,21
Vulnerable (Naive),71,52793.2,22
Safe (PyCryptodome),71,3903.0,22
Vulnerable (Naive),71,25089.8,23
Safe (PyCryptodome),71,4408.6,23
Vulnerable (Naive),71,17077.6,24
Safe (PyCryptodome),71,3340.8,24
Vulnerable (Naive),71,34014.0,25
Safe (PyCryptodome),71,3955.8,25
Vulnerable (Naive),71,39986.6,26
Safe (PyCryptodome),71,6514.0,26
Vulnerable (Naive),71,108931.4,27
Safe (PyCryptodome),71,5562.2,27
Vulnerable (Naive),71,24653.6,28
Safe (PyCryptodome),71,5386.4,28
Vulnerable (Naive),71,50927.4,29
Safe (PyCryptodome),71,4478.2,29
Vulnerable (Naive),71,16825.2,30
Safe (PyCryptodome),71,3384.0,30
Vulnerable (Naive),71,51045.4,31
Safe (PyCryptodome),71,5743.6,31
Vulnerable (Naive),71,58539.0,32
Safe (PyCryptodome),71,3919.2,32
Vulnerable (Naive),71,23719.8,33
Safe (PyCryptodome),71,4147.4,33
Vulnerable (Naive),71,57053.8,34
Safe (PyCryptodome),71,6688.0,34
Vulnerable (Naive),71,57395.2,35
Safe (PyCryptodome),71,4652.8,35
Vulnerable (Naive),71,46233.4,36
Safe (PyCryptodome),71,3456.2,36
Vulnerable (Naive),71,37424.0,37
Safe (PyCryptodome),71,3166.8,37
Vulnerable (Naive),71,25348.6,38
Safe (PyCryptodome),71,3033.8,38
Vulnerable (Naive),71,43287.6,39
Safe (PyCryptodome),71,2796.6,39
Vulnerable (Naive),71,31900.2,40
Safe (PyCryptodome),71,2674.8,40
Vulnerable (Naive),71,32895.0,41
Safe (PyCryptodome),71,2599.6,41
Vulnerable (Naive),71,28684.4,42
Safe (PyCryptodome),71,2423.4,42
Vulnerable (Naive),71,32648.2,43
Safe (PyCryptodome),71,2537.2,43
Vulnerable (Naive),71,53623.2,44
Safe (PyCryptodome),71,4394.6,44
Vulnerable (Naive),71,34331.4,45
Safe (PyCryptodome),71,3011.8,45
Vulnerable (Naive),71,22983.8,46
Safe (PyCryptodome),71,2291.8,46
Vulnerable (Naive),71,28647.8,47
Safe (PyCryptodome),71,2245.0,47
Vulnerable (Naive),71,54504.2,48
Safe (PyCryptodome),71,5721.2,48
Vulnerable (Naive),71,30790.6,49
Safe (PyCryptodome),71,3094.2,49
Vulnerable (Naive),72,25674.6,0
Safe (PyCryptodome),72,2148.6,0
Vulnerable (Naive),72,18899.4,1
Safe (PyCryptodome),72,2133.0,1
Vulnerable (Naive),72,20868.6,2
Safe (PyCryptodome),72,4464.8,2
Vulnerable (Naive),72,61904.8,3
Safe (PyCryptodome),72,5967.8,3
Vulnerable (Naive),72,44967.8,4
Safe (PyCryptodome),72,5233.0,4
Vulnerable (Naive),72,38129.4,5
Safe (PyCryptodome),72,5984.8,5
Vulnerable (Naive),72,50948.2,6
Safe (PyCryptodome),72,4255.0,6
Vulnerable (Naive),72,36289.2,7
Safe (PyCryptodome),72,3303.2,7
Vulnerable (Naive),72,26849.6,8
Safe (PyCryptodome),72,3211.4,8
Vulnerable (Naive),72,22285.0,9
Safe (PyCryptodome),72,2606.8,9
Vulnerable (Naive),72,19396.6,10
Safe (PyCryptodome),72,5681.8,10
Vulnerable (Naive),72,39524.0,11
Safe (PyCryptodome),72,3341.6,11
Vulnerable (Naive),72,38974.0,12
Safe (PyCryptodome),72,3802.4,12
Vulnerable (Naive),72,30647.2,13
Safe (PyCryptodome),72,5177.8,13
Vulnerable (Naive),72,41653.8,14
Safe (PyCryptodome),72,3607.0,14
Vulnerable (Naive),72,56306.0,15
Safe (PyCryptodome),72,4030.0,15
Vulnerable (Naive),72,38189.2,16
Safe (PyCryptodome),72,5500.4,16
Vulnerable (Naive),72,85464.0,17
Safe (PyCryptodome),72,5467.6,17
Vulnerable (Naive),72,23135.8,18
Safe (PyCryptodome),72,4116.0,18
Vulnerable (Naive),72,52354.8,19
Safe (PyCryptodome),72,3972.6,19
Vulnerable (Naive),72,21402.2,20
Safe (PyCryptodome),72,3165.4,20
Vulnerable (Naive),72,36367.8,21
Safe (PyCryptodome),72,3211.4,21
Vulnerable (Naive),72,37616.2,22
Safe (PyCryptodome),72,2847.8,22
Vulnerable (Naive),72,28502.6,23
Safe (PyCryptodome),72,2814.8,23
Vulnerable (Naive),72,27787.8,24
Safe (PyCryptodome),72,5663.8,24
Vulnerable (Naive),72,29117.8,25
Safe (PyCryptodome),72,2995.6,25
Vulnerable (Naive),72,56829.6,26
Safe (PyCryptodome),72,5830.4,26
Vulnerable (Naive),72,43390.8,27
Safe (PyCryptodome),72,2192.0,27
Vulnerable (Naive),72,18737.4,28
Safe (PyCryptodome),72,2164.8,28
Vulnerable (Naive),72,31600.0,29
Safe (PyCryptodome),72,2077.4,29
Vulnerable (Naive),72,45514.2,30
Safe (PyCryptodome),72,6357.2,30
Vulnerable (Naive),72,54435.0,31
Safe (PyCryptodome),72,5394.0,31
Vulnerable (Naive),72,48345.4,32
Safe (PyCryptodome),72,5862.4,32
Vulnerable (Naive),72,44627.8,33
Safe (PyCryptodome),72,2900.2,33
Vulnerable (Naive),72,60855.8,34
Safe (PyCryptodome),72,2379.8,34
Vulnerable (Naive),72,31213.4,35
Safe (PyCryptodome),72,2487.4,35
Vulnerable (Naive),72,23433.0,36
Safe (PyCryptodome),72,2147.0,36
Vulnerable (Naive),72,17941.0,37
Safe (PyCryptodome),72,6768.4,37
Vulnerable (Naive),72,55893.4,38
Safe (PyCryptodome),72,2548.0,38
Vulnerable (Naive),72,31654.2,39
Safe (PyCryptodome),72,2648.0,39
Vulnerable (Naive),72,22791.2,40
Safe (PyCryptodome),72,2947.8,40
Vulnerable (Naive),72,40856.0,41
Safe (PyCryptodome),72,7127.8,41
Vulnerable (Naive),72,36195.0,42
Safe (PyCryptodome),72,4034.4,42
Vulnerable (Naive),72,32766.8,43
Safe (PyCryptodome),72,5263.6,43
Vulnerable (Naive),72,59730.8,44
Safe (PyCryptodome),72,3691.2,44
Vulnerable (Naive),72,24040.0,45
Safe (PyCryptodome),72,6286.2,45
Vulnerable (Naive),72,45853.0,46
Safe (PyCryptodome),72,5409.4,46
Vulnerable (Naive),72,50193.6,47
Safe (PyCryptodome),72,5866.8,47
Vulnerable (Naive),72,47879.0,48
Safe (PyCryptodome),72,3217.0,48
Vulnerable (Naive),72,24113.6,49
Safe (PyCryptodome),72,3376.4,49
Vulnerable (Naive),73,53243.6,0
Safe (PyCryptodome),73,5106.6,0
Vulnerable (Naive),73,63624.8,1
Safe (PyCryptodome),73,4303.0,1
Vulnerable (Naive),73,38332.2,2
Safe (PyCryptodome),73,3265.6,2
Vulnerable (Naive),73,60728.6,3
Safe (PyCryptodome),73,3360.4,3
Vulnerable (Naive),73,31368.0,4
Safe (PyCryptodome),73,3054.0,4
Vulnerable (Naive),73,37409.0,5
Safe (PyCryptodome),73,3046.2,5
Vulnerable (Naive),73,32999.6,6
Safe (PyCryptodome),73,5964.0,6
Vulnerable (Naive),73,20299.2,7
Safe (PyCryptodome),73,3030.0,7
Vulnerable (Naive),73,26690.2,8
Safe (PyCryptodome),73,4025.0,8
Vulnerable (Naive),73,37839.8,9
Safe (PyCryptodome),73,4531.2,9
Vulnerable (Naive),73,28696.8,10
Safe (PyCryptodome),73,3178.0,10
Vulnerable (Naive),73,47696.0,11
Safe (PyCryptodome),73,4137.4,11
Vulnerable (Naive),73,19143.8,12
Safe (PyCryptodome),73,2525.8,12
Vulnerable (Naive),73,33288.4,13
Safe (PyCryptodome),73,2997.2,13
Vulnerable (Naive),73,33378.2,14
Safe (PyCryptodome),73,4918.8,14
Vulnerable (Naive),73,48933.4,15
Safe (PyCryptodome),73,3779.0,15
Vulnerable (Naive),73,58127.2,16
Safe (PyCryptodome),73,2607.8,16
Vulnerable (Naive),73,24820.2,17
Safe (PyCryptodome),73,6489.6,17
Vulnerable (Naive),73,35086.8,18
Safe (PyCryptodome),73,3265.4,18
Vulnerable (Naive),73,22281.2,19
Safe (PyCryptodome),73,3825.2,19
Vulnerable (Naive),73,28898.0,20
Safe (PyCryptodome),73,2568.0,20
Vulnerable (Naive),73,40399.6,21
Safe (PyCryptodome),73,3104.6,21
Vulnerable (Naive),73,20645.4,22
Safe (PyCryptodome),73,2328.6,22
Vulnerable (Naive),73,18858.4,23
Safe (PyCryptodome),73,5292.4,23
Vulnerable (Naive),73,40875.0,24
Safe (PyCryptodome),73,2878.6,24
Vulnerable (Naive),73,33139.8,25
Safe (PyCryptodome),73,2674.2,25
Vulnerable (Naive),73,16537.8,26
Safe (PyCryptodome),73,2651.0,26
Vulnerable (Naive),73,33358.8,27
Safe (PyCryptodome),73,2619.8,27
Vulnerable (Naive),73,38907.2,28
Safe (PyCryptodome),73,2612.0,28
Vulnerable (Naive),73,29169.6,29
Safe (PyCryptodome),73,2612.4,29
Vulnerable (Naive),73,24360.2,30
Safe (PyCryptodome),73,2599.6,30
Vulnerable (Naive),73,19784.8,31
Safe (PyCryptodome),73,2437.4,31
Vulnerable (Naive),73,30469.4,32
Safe (PyCryptodome),73,2109.2,32
Vulnerable (Naive),73,10821.0,33
Safe (PyCryptodome),73,2610.8,33
Vulnerable (Naive),73,18108.6,34
Safe (PyCryptodome),73,2160.0,34
Vulnerable (Naive),73,32474.6,35
Safe (PyCryptodome),73,2806.8,35
Vulnerable (Naive),73,41511.0,36
Safe (PyCryptodome),73,2206.0,36
Vulnerable (Naive),73,21327.6,37
Safe (PyCryptodome),73,2230.8,37
Vulnerable (Naive),73,34479.4,38
Safe (PyCryptodome),73,2457.6,38
Vulnerable (Naive),73,25058.6,39
Safe (PyCryptodome),73,2790.2,39
Vulnerable (Naive),73,27379.8,40
Safe (PyCryptodome),73,3364.2,40
Vulnerable (Naive),73,25489.0,41
Safe (PyCryptodome),73,2311.6,41
Vulnerable (Naive),73,22044.2,42
Safe (PyCryptodome),73,2199.0,42
Vulnerable (Naive),73,28536.6,43
Safe (PyCryptodome),73,2119.2,43
Vulnerable (Naive),73,14211.6,44
Safe (PyCryptodome),73,2236.2,44
Vulnerable (Naive),73,20679.2,45
Safe (PyCryptodome),73,2118.2,45
Vulnerable (Naive),73,20865.0,46
Safe (PyCryptodome),73,2128.2,46
Vulnerable (Naive),73,24308.2,47
Safe (PyCryptodome),73,2943.6,47
Vulnerable (Naive),73,10513.6,48
Safe (PyCryptodome),73,2135.4,48
Vulnerable (Naive),73,33587.6,49
Safe (PyCryptodome),73,9332.6,49
Vulnerable (Naive),74,48135.6,0
Safe (PyCryptodome),74,2474.6,0
Vulnerable (Naive),74,27973.2,1
Safe (PyCryptodome),74,2743.0,1
Vulnerable (Naive),74,31281.8,2
Safe (PyCryptodome),74,2154.2,2
Vulnerable (Naive),74,18887.2,3
Safe (PyCryptodome),74,2248.0,3
Vulnerable (Naive),74,41835.4,4
Safe (PyCryptodome),74,3540.4,4
Vulnerable (Naive),74,20742.2,5
Safe (PyCryptodome),74,2410.8,5
Vulnerable (Naive),74,33519.0,6
Safe (PyCryptodome),74,3238.4,6
Vulnerable (Naive),74,40790.0,7
Safe (PyCryptodome),74,3197.8,7
Vulnerable (Naive),74,36620.2,8
Safe (PyCryptodome),74,2477.8,8
Vulnerable (Naive),74,18645.2,9
Safe (PyCryptodome),74,2099.2,9
Vulnerable (Naive),74,14500.6,10
Safe (PyCryptodome),74,2552.4,10
Vulnerable (Naive),74,44411.8,11
Safe (PyCryptodome),74,7212.6,11
Vulnerable (Naive),74,42793.2,12
Safe (PyCryptodome),74,2496.6,12
Vulnerable (Naive),74,18783.0,13
Safe (PyCryptodome),74,2180.0,13
Vulnerable (Naive),74,25837.6,14
Safe (PyCryptodome),74,2269.4,14
Vulnerable (Naive),74,21728.2,15
Safe (PyCryptodome),74,2219.8,15
Vulnerable (Naive),74,19073.8,16
Safe (PyCryptodome),74,2329.0,16
Vulnerable (Naive),74,17381.4,17
Safe (PyCryptodome),74,2292.2,17
Vulnerable (Naive),74,26255.8,18
Safe (PyCryptodome),74,2224.0,18
Vulnerable (Naive),74,35548.8,19
Safe (PyCryptodome),74,2640.6,19
Vulnerable (Naive),74,21172.6,20
Safe (PyCryptodome),74,2128.2,20
Vulnerable (Naive),74,27891.6,21
Safe (PyCryptodome),74,2612.0,21
Vulnerable (Naive),74,18447.6,22
Safe (PyCryptodome),74,2155.2,22
Vulnerable (Naive),74,28368.0,23
Safe (PyCryptodome),74,2407.2,23
Vulnerable (Naive),74,24211.2,24
Safe (PyCryptodome),74,2150.8,24
Vulnerable (Naive),74,33324.4,25
Safe (PyCryptodome),74,3813.4,25
Vulnerable (Naive),74,28103.0,26
Safe (PyCryptodome),74,2754.8,26
Vulnerable (Naive),74,27792.6,27
Safe (PyCryptodome),74,2509.0,27
Vulnerable (Naive),74,30402.8,28
Safe (PyCryptodome),74,2194.8,28
Vulnerable (Naive),74,25648.6,29
Safe (PyCryptodome),74,5568.4,29
Vulnerable (Naive),74,59766.0,30
Safe (PyCryptodome),74,6920.2,30
Vulnerable (Naive),74,25359.4,31
Safe (PyCryptodome),74,2531.8,31
Vulnerable (Naive),74,41569.0,32
Safe (PyCryptodome),74,6089.2,32
Vulnerable (Naive),74,53910.8,33
Safe (PyCryptodome),74,5413.2,33
Vulnerable (Naive),74,52002.6,34
Safe (PyCryptodome),74,3317.0,34
Vulnerable (Naive),74,43443.8,35
Safe (PyCryptodome),74,3232.2,35
Vulnerable (Naive),74,40110.4,36
Safe (PyCryptodome),74,3424.8,36
Vulnerable (Naive),74,36949.8,37
Safe (PyCryptodome),74,2997.4,37
Vulnerable (Naive),74,29132.6,38
Safe (PyCryptodome),74,2743.4,38
Vulnerable (Naive),74,21572.2,39
Safe (PyCryptodome),74,2124.8,39
Vulnerable (Naive),74,20553.8,40
Safe (PyCryptodome),74,2080.0,40
Vulnerable (Naive),74,23613.8,41
Safe (PyCryptodome),74,2060.6,41
Vulnerable (Naive),74,23980.0,42
Safe (PyCryptodome),74,2615.2,42
Vulnerable (Naive),74,35002.4,43
Safe (PyCryptodome),74,2606.6,43
Vulnerable (Naive),74,40717.4,44
Safe (PyCryptodome),74,2386.6,44
Vulnerable (Naive),74,17895.2,45
Safe (PyCryptodome),74,2639.8,45
Vulnerable (Naive),74,24268.6,46
Safe (PyCryptodome),74,3178.8,46
Vulnerable (Naive),74,41011.8,47
Safe (PyCryptodome),74,2516.6,47
Vulnerable (Naive),74,16045.8,48
Safe (PyCryptodome),74,2520.2,48
Vulnerable (Naive),74,33946.6,49
Safe (PyCryptodome),74,2211.4,49
Vulnerable (Naive),75,15738.6,0
Safe (PyCryptodome),75,2376.2,0
Vulnerable (Naive),75,18472.4,1
Safe (PyCryptodome),75,2268.6,1
Vulnerable (Naive),75,36644.6,2
Safe (PyCryptodome),75,4196.4,2
Vulnerable (Naive),75,70061.6,3
Safe (PyCryptodome),75,5712.6,3
Vulnerable (Naive),75,28076.6,4
Safe (PyCryptodome),75,2614.4,4
Vulnerable (Naive),75,46327.2,5
Safe (PyCryptodome),75,5362.4,5
Vulnerable (Naive),75,60241.0,6
Safe (PyCryptodome),75,3474.0,6
Vulnerable (Naive),75,32267.0,7
Safe (PyCryptodome),75,2774.2,7
Vulnerable (Naive),75,41886.6,8
Safe (PyCryptodome),75,2775.8,8
Vulnerable (Naive),75,22329.8,9
Safe (PyCryptodome),75,2637.8,9
Vulnerable (Naive),75,22320.6,10
Safe (PyCryptodome),75,2655.2,10
Vulnerable (Naive),75,34892.0,11
Safe (PyCryptodome),75,2270.6,11
Vulnerable (Naive),75,24676.6,12
Safe (PyCryptodome),75,2153.2,12
Vulnerable (Naive),75,17311.8,13
Safe (PyCryptodome),75,2221.8,13
Vulnerable (Naive),75,15173.8,14
Safe (PyCryptodome),75,2836.0,14
Vulnerable (Naive),75,13212.8,15
Safe (PyCryptodome),75,2755.0,15
Vulnerable (Naive),75,22778.4,16
Safe (PyCryptodome),75,5282.2,16
Vulnerable (Naive),75,50857.4,17
Safe (PyCryptodome),75,3461.4,17
Vulnerable (Naive),75,35755.8,18
Safe (PyCryptodome),75,3168.0,18
Vulnerable (Naive),75,27193.0,19
Safe (PyCryptodome),75,2960.2,19
Vulnerable (Naive),75,31271.8,20
Safe (PyCryptodome),75,5828.6,20
Vulnerable (Naive),75,62370.8,21
Safe (PyCryptodome),75,2728.2,21
Vulnerable (Naive),75,32649.2,22
Safe (PyCryptodome),75,2744.4,22
Vulnerable (Naive),75,40348.6,23
Safe (PyCryptodome),75,2913.6,23
Vulnerable (Naive),75,26488.6,24
Safe (PyCryptodome),75,2117.8,24
Vulnerable (Naive),75,49338.8,25
Safe (PyCryptodome),75,2427.6,25
Vulnerable (Naive),75,15728.4,26
Safe (PyCryptodome),75,2121.2,26
Vulnerable (Naive),75,39993.6,27
Safe (PyCryptodome),75,3676.0,27
Vulnerable (Naive),75,27980.8,28
Safe (PyCryptodome),75,2944.2,28
Vulnerable (Naive),75,32108.4,29
Safe (PyCryptodome),75,3281.8,29
Vulnerable (Naive),75,74387.8,30
Safe (PyCryptodome),75,6020.6,30
Vulnerable (Naive),75,52966.6,31
Safe (PyCryptodome),75,4556.4,31
Vulnerable (Naive),75,49124.4,32
Safe (PyCryptodome),75,5513.4,32
Vulnerable (Naive),75,29717.8,33
Safe (PyCryptodome),75,5339.8,33
Vulnerable (Naive),75,19999.2,34
Safe (PyCryptodome),75,4740.4,34
Vulnerable (Naive),75,39946.8,35
Safe (PyCryptodome),75,3323.8,35
Vulnerable (Naive),75,39165.6,36
Safe (PyCryptodome),75,5444.0,36
Vulnerable (Naive),75,42144.6,37
Safe (PyCryptodome),75,4003.6,37
Vulnerable (Naive),75,59203.6,38
Safe (PyCryptodome),75,5266.4,38
Vulnerable (Naive),75,29879.6,39
Safe (PyCryptodome),75,5378.0,39
Vulnerable (Naive),75,77418.2,40
Safe (PyCryptodome),75,5545.6,40
Vulnerable (Naive),75,39477.4,41
Safe (PyCryptodome),75,4706.6,41
Vulnerable (Naive),75,36580.8,42
Safe (PyCryptodome),75,3712.2,42
Vulnerable (Naive),75,32242.2,43
Safe (PyCryptodome),75,3183.8,43
Vulnerable (Naive),75,28686.4,44
Safe (PyCryptodome),75,3461.6,44
Vulnerable (Naive),75,31316.6,45
Safe (PyCryptodome),75,2734.0,45
Vulnerable (Naive),75,31816.0,46
Safe (PyCryptodome),75,2840.8,46
Vulnerable (Naive),75,34415.2,47
Safe (PyCryptodome),75,4816.8,47
Vulnerable (Naive),75,38353.4,48
Safe (PyCryptodome),75,2559.0,48
Vulnerable (Naive),75,39464.0,49
Safe (PyCryptodome),75,2386.2,49
Vulnerable (Naive),76,25706.2,0
Safe (PyCryptodome),76,2229.6,0
Vulnerable (Naive),76,18996.2,1
Safe (PyCryptodome),76,2244.6,1
Vulnerable (Naive),76,43322.6,2
Safe (PyCryptodome),76,5494.8,2
Vulnerable (Naive),76,43193.8,3
Safe (PyCryptodome),76,2610.2,3
Vulnerable (Naive),76,23289.2,4
Safe (PyCryptodome),76,2800.0,4
Vulnerable (Naive),76,27034.4,5
Safe (PyCryptodome),76,2076.4,5
Vulnerable (Naive),76,21005.8,6
Safe (PyCryptodome),76,2090.2,6
Vulnerable (Naive),76,17453.6,7
Safe (PyCryptodome),76,2202.2,7
Vulnerable (Naive),76,19110.2,8
Safe (PyCryptodome),76,2181.6,8
Vulnerable (Naive),76,69870.0,9
Safe (PyCryptodome),76,5725.6,9
Vulnerable (Naive),76,51307.4,10
Safe (PyCryptodome),76,5682.0,10
Vulnerable (Naive),76,47140.2,11
Safe (PyCryptodome),76,5597.6,11
Vulnerable (Naive),76,28529.6,12
Safe (PyCryptodome),76,3193.8,12
Vulnerable (Naive),76,35407.2,13
Safe (PyCryptodome),76,3295.0,13
Vulnerable (Naive),76,30579.0,14
Safe (PyCryptodome),76,3684.6,14
Vulnerable (Naive),76,35712.6,15
Safe (PyCryptodome),76,3166.2,15
Vulnerable (Naive),76,21227.6,16
