implementation,byte_value,time_ns,sample_id
Safe (PyCryptodome),158,5309.6,47
Vulnerable (Naive),158,97257.4,48
Safe (PyCryptodome),158,7424.2,48
Vulnerable (Naive),158,55494.6,49
Safe (PyCryptodome),158,5378.2,49
Vulnerable (Naive),159,31210.8,0
Safe (PyCryptodome),159,2206.6,0
Vulnerable (Naive),159,39432.6,1
Safe (PyCryptodome),159,2205.8,1
Vulnerable (Naive),159,15058.8,2
Safe (PyCryptodome),159,2264.0,2
Vulnerable (Naive),159,23625.6,3
Safe (PyCryptodome),159,2531.4,3
Vulnerable (Naive),159,47152.6,4
Safe (PyCryptodome),159,3028.0,4
Vulnerable (Naive),159,37468.6,5
Safe (PyCryptodome),159,2840.6,5
Vulnerable (Naive),159,41348.0,6
Safe (PyCryptodome),159,5642.0,6
Vulnerable (Naive),159,53398.4,7
Safe (PyCryptodome),159,6536.8,7
Vulnerable (Naive),159,47400.8,8
Safe (PyCryptodome),159,2900.4,8
Vulnerable (Naive),159,23045.0,9
Safe (PyCryptodome),159,2875.2,9
Vulnerable (Naive),159,21762.6,10
Safe (PyCryptodome),159,5867.8,10
Vulnerable (Naive),159,33717.4,11
Safe (PyCryptodome),159,3269.2,11
Vulnerable (Naive),159,34129.4,12
Safe (PyCryptodome),159,4701.2,12
Vulnerable (Naive),159,37367.0,13
Safe (PyCryptodome),159,3759.4,13
Vulnerable (Naive),159,50439.4,14
Safe (PyCryptodome),159,3528.2,14
Vulnerable (Naive),159,27566.8,15
Safe (PyCryptodome),159,2213.2,15
Vulnerable (Naive),159,37931.4,16
Safe (PyCryptodome),159,3375.6,16
Vulnerable (Naive),159,20747.6,17
Safe (PyCryptodome),159,2146.4,17
Vulnerable (Naive),159,25721.8,18
Safe (PyCryptodome),159,3312.8,18
Vulnerable (Naive),159,24909.6,19
Safe (PyCryptodome),159,2212.0,19
Vulnerable (Naive),159,32762.4,20
Safe (PyCryptodome),159,6342.2,20
Vulnerable (Naive),159,65828.8,21
Safe (PyCryptodome),159,2897.2,21
Vulnerable (Naive),159,50496.0,22
Safe (PyCryptodome),159,4033.4,22
Vulnerable (Naive),159,45454.2,23
Safe (PyCryptodome),159,3356.8,23
Vulnerable (Naive),159,37361.2,24
Safe (PyCryptodome),159,3014.4,24
Vulnerable (Naive),159,21706.0,25
Safe (PyCryptodome),159,2190.2,25
Vulnerable (Naive),159,37819.0,26
Safe (PyCryptodome),159,5569.8,26
Vulnerable (Naive),159,32312.0,27
Safe (PyCryptodome),159,2996.8,27
Vulnerable (Naive),159,22202.4,28
Safe (PyCryptodome),159,2774.6,28
Vulnerable (Naive),159,37073.4,29
Safe (PyCryptodome),159,4263.4,29
Vulnerable (Naive),159,38700.4,30
Safe (PyCryptodome),159,3454.6,30
Vulnerable (Naive),159,34929.6,31
Safe (PyCryptodome),159,2806.4,31
Vulnerable (Naive),159,23090.0,32
Safe (PyCryptodome),159,2204.8,32
Vulnerable (Naive),159,27628.2,33
Safe (PyCryptodome),159,2216.2,33
Vulnerable (Naive),159,22526.4,34
Safe (PyCryptodome),159,4824.0,34
Vulnerable (Naive),159,69744.4,35
Safe (PyCryptodome),159,4980.6,35
Vulnerable (Naive),159,48616.2,36
Safe (PyCryptodome),159,5633.4,36
Vulnerable (Naive),159,35058.6,37
Safe (PyCryptodome),159,4596.2,37
Vulnerable (Naive),159,51462.0,38
Safe (PyCryptodome),159,3799.4,38
Vulnerable (Naive),159,42183.2,39
Safe (PyCryptodome),159,5512.6,39
Vulnerable (Naive),159,25290.4,40
Safe (PyCryptodome),159,5865.6,40
Vulnerable (Naive),159,29688.4,41
Safe (PyCryptodome),159,7028.6,41
Vulnerable (Naive),159,35669.6,42
Safe (PyCryptodome),159,2408.6,42
Vulnerable (Naive),159,27027.2,43
Safe (PyCryptodome),159,2866.0,43
Vulnerable (Naive),159,54929.2,44
Safe (PyCryptodome),159,6597.0,44
Vulnerable (Naive),159,50069.8,45
Safe (PyCryptodome),159,2744.6,45
Vulnerable (Naive),159,45593.4,46
Safe (PyCryptodome),159,4277.4,46
Vulnerable (Naive),159,58438.2,47
Safe (PyCryptodome),159,3760.4,47
Vulnerable (Naive),159,17327.8,48
Safe (PyCryptodome),159,2460.2,48
Vulnerable (Naive),159,33162.8,49
Safe (PyCryptodome),159,5807.6,49
Vulnerable (Naive),160,76177.0,0
Safe (PyCryptodome),160,4162.2,0
Vulnerable (Naive),160,33507.4,1
Safe (PyCryptodome),160,3911.6,1
Vulnerable (Naive),160,67047.2,2
Safe (PyCryptodome),160,2215.6,2
Vulnerable (Naive),160,57398.6,3
Safe (PyCryptodome),160,5602.8,3
Vulnerable (Naive),160,59713.0,4
Safe (PyCryptodome),160,3339.2,4
Vulnerable (Naive),160,82566.0,5
Safe (PyCryptodome),160,8081.4,5
Vulnerable (Naive),160,51042.0,6
Safe (PyCryptodome),160,3522.6,6
Vulnerable (Naive),160,28526.2,7
Safe (PyCryptodome),160,3515.6,7
Vulnerable (Naive),160,34039.0,8
Safe (PyCryptodome),160,2933.0,8
Vulnerable (Naive),160,41160.4,9
Safe (PyCryptodome),160,2641.2,9
Vulnerable (Naive),160,31351.2,10
Safe (PyCryptodome),160,10460.2,10
Vulnerable (Naive),160,39382.0,11
Safe (PyCryptodome),160,2991.6,11
Vulnerable (Naive),160,35377.4,12
Safe (PyCryptodome),160,3574.2,12
Vulnerable (Naive),160,39387.8,13
Safe (PyCryptodome),160,2404.0,13
Vulnerable (Naive),160,26277.8,14
Safe (PyCryptodome),160,3435.8,14
Vulnerable (Naive),160,24034.6,15
Safe (PyCryptodome),160,14776.6,15
Vulnerable (Naive),160,35551.2,16
Safe (PyCryptodome),160,3755.8,16
Vulnerable (Naive),160,33098.0,17
Safe (PyCryptodome),160,3370.0,17
Vulnerable (Naive),160,33405.4,18
Safe (PyCryptodome),160,3297.0,18
Vulnerable (Naive),160,44786.4,19
Safe (PyCryptodome),160,4869.8,19
Vulnerable (Naive),160,39092.4,20
Safe (PyCryptodome),160,5420.4,20
Vulnerable (Naive),160,22275.6,21
Safe (PyCryptodome),160,3461.6,21
Vulnerable (Naive),160,41496.8,22
Safe (PyCryptodome),160,2320.0,22
Vulnerable (Naive),160,43418.6,23
Safe (PyCryptodome),160,3344.8,23
Vulnerable (Naive),160,40143.8,24
Safe (PyCryptodome),160,3144.6,24
Vulnerable (Naive),160,39605.2,25
Safe (PyCryptodome),160,3351.4,25
Vulnerable (Naive),160,27808.6,26
Safe (PyCryptodome),160,2548.0,26
Vulnerable (Naive),160,55651.6,27
Safe (PyCryptodome),160,6397.6,27
Vulnerable (Naive),160,45138.8,28
Safe (PyCryptodome),160,2507.0,28
Vulnerable (Naive),160,32220.0,29
Safe (PyCryptodome),160,2513.2,29
Vulnerable (Naive),160,22186.0,30
Safe (PyCryptodome),160,3238.6,30
Vulnerable (Naive),160,36708.4,31
Safe (PyCryptodome),160,3086.4,31
Vulnerable (Naive),160,45347.0,32
Safe (PyCryptodome),160,3499.6,32
Vulnerable (Naive),160,44729.0,33
Safe (PyCryptodome),160,2830.4,33
Vulnerable (Naive),160,47820.8,34
Safe (PyCryptodome),160,4810.4,34
Vulnerable (Naive),160,29939.0,35
Safe (PyCryptodome),160,3332.2,35
Vulnerable (Naive),160,25285.8,36
Safe (PyCryptodome),160,3018.6,36
Vulnerable (Naive),160,23032.6,37
Safe (PyCryptodome),160,5683.6,37
Vulnerable (Naive),160,37435.8,38
Safe (PyCryptodome),160,2893.8,38
Vulnerable (Naive),160,47228.4,39
Safe (PyCryptodome),160,3523.6,39
Vulnerable (Naive),160,28387.0,40
Safe (PyCryptodome),160,2915.8,40
Vulnerable (Naive),160,44955.8,41
Safe (PyCryptodome),160,2691.0,41
Vulnerable (Naive),160,16088.0,42
Safe (PyCryptodome),160,2995.4,42
Vulnerable (Naive),160,29840.4,43
Safe (PyCryptodome),160,3334.4,43
Vulnerable (Naive),160,38081.0,44
Safe (PyCryptodome),160,3591.4,44
Vulnerable (Naive),160,63960.4,45
Safe (PyCryptodome),160,5971.6,45
Vulnerable (Naive),160,34748.6,46
Safe (PyCryptodome),160,2192.2,46
Vulnerable (Naive),160,41998.0,47
Safe (PyCryptodome),160,5398.4,47
Vulnerable (Naive),160,37298.4,48
Safe (PyCryptodome),160,7318.2,48
Vulnerable (Naive),160,32588.0,49
Safe (PyCryptodome),160,4956.0,49
Vulnerable (Naive),161,21136.6,0
Safe (PyCryptodome),161,2806.8,0
Vulnerable (Naive),161,25839.0,1
Safe (PyCryptodome),161,4584.8,1
Vulnerable (Naive),161,44978.6,2
Safe (PyCryptodome),161,3338.6,2
Vulnerable (Naive),161,60418.2,3
Safe (PyCryptodome),161,3121.6,3
Vulnerable (Naive),161,15929.2,4
Safe (PyCryptodome),161,2234.6,4
Vulnerable (Naive),161,37904.2,5
Safe (PyCryptodome),161,2241.4,5
Vulnerable (Naive),161,21539.0,6
Safe (PyCryptodome),161,2227.8,6
Vulnerable (Naive),161,21965.8,7
Safe (PyCryptodome),161,3430.8,7
Vulnerable (Naive),161,30164.8,8
Safe (PyCryptodome),161,3329.2,8
Vulnerable (Naive),161,44442.4,9
Safe (PyCryptodome),161,2879.0,9
Vulnerable (Naive),161,34975.6,10
Safe (PyCryptodome),161,2329.6,10
Vulnerable (Naive),161,25811.0,11
Safe (PyCryptodome),161,2225.6,11
Vulnerable (Naive),161,32465.6,12
Safe (PyCryptodome),161,3794.0,12
Vulnerable (Naive),161,39542.4,13
Safe (PyCryptodome),161,3503.4,13
Vulnerable (Naive),161,68242.4,14
Safe (PyCryptodome),161,5912.2,14
Vulnerable (Naive),161,42045.0,15
Safe (PyCryptodome),161,5708.0,15
Vulnerable (Naive),161,33596.0,16
Safe (PyCryptodome),161,2554.0,16
Vulnerable (Naive),161,57275.4,17
Safe (PyCryptodome),161,2831.0,17
Vulnerable (Naive),161,26380.8,18
Safe (PyCryptodome),161,3482.8,18
Vulnerable (Naive),161,41136.4,19
Safe (PyCryptodome),161,3591.4,19
Vulnerable (Naive),161,25593.8,20
Safe (PyCryptodome),161,2463.8,20
Vulnerable (Naive),161,28080.2,21
Safe (PyCryptodome),161,3369.2,21
Vulnerable (Naive),161,49634.8,22
Safe (PyCryptodome),161,3188.0,22
Vulnerable (Naive),161,40501.6,23
Safe (PyCryptodome),161,3907.2,23
Vulnerable (Naive),161,65884.0,24
Safe (PyCryptodome),161,5697.0,24
Vulnerable (Naive),161,28986.6,25
Safe (PyCryptodome),161,2546.4,25
Vulnerable (Naive),161,54837.4,26
Safe (PyCryptodome),161,2864.2,26
Vulnerable (Naive),161,27473.8,27
Safe (PyCryptodome),161,2853.2,27
Vulnerable (Naive),161,36454.2,28
Safe (PyCryptodome),161,2704.4,28
Vulnerable (Naive),161,30137.4,29
Safe (PyCryptodome),161,2341.6,29
Vulnerable (Naive),161,36605.4,30
Safe (PyCryptodome),161,2916.8,30
Vulnerable (Naive),161,32737.4,31
Safe (PyCryptodome),161,3453.2,31
Vulnerable (Naive),161,23952.4,32
Safe (PyCryptodome),161,2416.6,32
Vulnerable (Naive),161,34728.2,33
Safe (PyCryptodome),161,2609.2,33
Vulnerable (Naive),161,70747.6,34
Safe (PyCryptodome),161,2666.6,34
Vulnerable (Naive),161,23513.6,35
Safe (PyCryptodome),161,2375.2,35
Vulnerable (Naive),161,79809.2,36
Safe (PyCryptodome),161,29056.8,36
Vulnerable (Naive),161,69970.6,37
Safe (PyCryptodome),161,2491.6,37
Vulnerable (Naive),161,25943.8,38
Safe (PyCryptodome),161,5746.0,38
Vulnerable (Naive),161,50713.0,39
Safe (PyCryptodome),161,4730.8,39
Vulnerable (Naive),161,43840.6,40
Safe (PyCryptodome),161,2983.8,40
Vulnerable (Naive),161,28170.8,41
Safe (PyCryptodome),161,6580.8,41
Vulnerable (Naive),161,37567.8,42
Safe (PyCryptodome),161,2811.4,42
Vulnerable (Naive),161,33496.6,43
Safe (PyCryptodome),161,2846.0,43
Vulnerable (Naive),161,27506.6,44
Safe (PyCryptodome),161,4641.6,44
Vulnerable (Naive),161,53276.4,45
Safe (PyCryptodome),161,2917.6,45
Vulnerable (Naive),161,31312.0,46
Safe (PyCryptodome),161,2862.4,46
Vulnerable (Naive),161,21243.6,47
Safe (PyCryptodome),161,2347.4,47
Vulnerable (Naive),161,24903.2,48
Safe (PyCryptodome),161,2090.4,48
Vulnerable (Naive),161,21463.0,49
Safe (PyCryptodome),161,2077.4,49
Vulnerable (Naive),162,27007.8,0
Safe (PyCryptodome),162,2229.2,0
Vulnerable (Naive),162,19420.2,1
Safe (PyCryptodome),162,6274.8,1
Vulnerable (Naive),162,48621.4,2
Safe (PyCryptodome),162,3002.2,2
Vulnerable (Naive),162,22070.8,3
Safe (PyCryptodome),162,2903.2,3
Vulnerable (Naive),162,44915.8,4
Safe (PyCryptodome),162,6607.8,4
Vulnerable (Naive),162,33792.4,5
Safe (PyCryptodome),162,3087.8,5
Vulnerable (Naive),162,56105.8,6
Safe (PyCryptodome),162,2633.2,6
Vulnerable (Naive),162,45198.4,7
Safe (PyCryptodome),162,2426.8,7
Vulnerable (Naive),162,23675.4,8
Safe (PyCryptodome),162,2450.8,8
Vulnerable (Naive),162,24935.8,9
Safe (PyCryptodome),162,2498.0,9
Vulnerable (Naive),162,38978.4,10
Safe (PyCryptodome),162,4296.2,10
Vulnerable (Naive),162,35698.8,11
Safe (PyCryptodome),162,7250.2,11
Vulnerable (Naive),162,47888.6,12
Safe (PyCryptodome),162,2496.4,12
Vulnerable (Naive),162,30767.2,13
Safe (PyCryptodome),162,2605.8,13
Vulnerable (Naive),162,23826.0,14
Safe (PyCryptodome),162,3386.2,14
Vulnerable (Naive),162,17299.4,15
Safe (PyCryptodome),162,2617.0,15
Vulnerable (Naive),162,47628.2,16
Safe (PyCryptodome),162,5164.2,16
Vulnerable (Naive),162,34105.6,17
Safe (PyCryptodome),162,3501.8,17
Vulnerable (Naive),162,36679.0,18
Safe (PyCryptodome),162,5091.2,18
Vulnerable (Naive),162,35646.0,19
Safe (PyCryptodome),162,3613.6,19
Vulnerable (Naive),162,65477.8,20
Safe (PyCryptodome),162,3510.0,20
Vulnerable (Naive),162,56881.0,21
Safe (PyCryptodome),162,6430.0,21
Vulnerable (Naive),162,42618.0,22
Safe (PyCryptodome),162,2662.6,22
Vulnerable (Naive),162,29932.0,23
Safe (PyCryptodome),162,8608.2,23
Vulnerable (Naive),162,25628.2,24
Safe (PyCryptodome),162,6101.2,24
Vulnerable (Naive),162,39515.8,25
Safe (PyCryptodome),162,6361.4,25
Vulnerable (Naive),162,41721.0,26
Safe (PyCryptodome),162,6732.6,26
Vulnerable (Naive),162,47386.4,27
Safe (PyCryptodome),162,4000.0,27
Vulnerable (Naive),162,43952.0,28
Safe (PyCryptodome),162,4992.4,28
Vulnerable (Naive),162,38762.6,29
Safe (PyCryptodome),162,5880.4,29
Vulnerable (Naive),162,38217.2,30
Safe (PyCryptodome),162,2619.0,30
Vulnerable (Naive),162,49715.8,31
Safe (PyCryptodome),162,3894.4,31
Vulnerable (Naive),162,29186.4,32
Safe (PyCryptodome),162,2256.0,32
Vulnerable (Naive),162,30061.4,33
Safe (PyCryptodome),162,2359.8,33
Vulnerable (Naive),162,20945.8,34
Safe (PyCryptodome),162,2970.8,34
Vulnerable (Naive),162,58404.8,35
Safe (PyCryptodome),162,4151.2,35
Vulnerable (Naive),162,47731.6,36
Safe (PyCryptodome),162,2302.0,36
Vulnerable (Naive),162,17627.8,37
Safe (PyCryptodome),162,2337.0,37
Vulnerable (Naive),162,47965.0,38
Safe (PyCryptodome),162,3111.4,38
Vulnerable (Naive),162,37380.6,39
Safe (PyCryptodome),162,3995.4,39
Vulnerable (Naive),162,37136.2,40
Safe (PyCryptodome),162,4235.6,40
Vulnerable (Naive),162,35377.8,41
Safe (PyCryptodome),162,2312.6,41
Vulnerable (Naive),162,30940.6,42
Safe (PyCryptodome),162,2742.8,42
Vulnerable (Naive),162,22342.4,43
Safe (PyCryptodome),162,2330.2,43
Vulnerable (Naive),162,26850.2,44
Safe (PyCryptodome),162,3825.8,44
Vulnerable (Naive),162,48818.6,45
Safe (PyCryptodome),162,6454.0,45
Vulnerable (Naive),162,43848.0,46
Safe (PyCryptodome),162,4279.6,46
Vulnerable (Naive),162,30947.2,47
Safe (PyCryptodome),162,4216.8,47
Vulnerable (Naive),162,52006.0,48
Safe (PyCryptodome),162,2722.2,48
Vulnerable (Naive),162,29222.2,49
Safe (PyCryptodome),162,3698.0,49
Vulnerable (Naive),163,41636.2,0
Safe (PyCryptodome),163,5799.0,0
Vulnerable (Naive),163,32274.2,1
Safe (PyCryptodome),163,3941.0,1
Vulnerable (Naive),163,56647.8,2
Safe (PyCryptodome),163,4173.6,2
Vulnerable (Naive),163,29792.6,3
Safe (PyCryptodome),163,3749.4,3
Vulnerable (Naive),163,41582.6,4
Safe (PyCryptodome),163,2880.6,4
Vulnerable (Naive),163,26223.2,5
Safe (PyCryptodome),163,2674.6,5
Vulnerable (Naive),163,33959.8,6
Safe (PyCryptodome),163,2623.8,6
Vulnerable (Naive),163,39568.8,7
Safe (PyCryptodome),163,3148.4,7
Vulnerable (Naive),163,47907.2,8
Safe (PyCryptodome),163,2540.4,8
Vulnerable (Naive),163,24332.8,9
Safe (PyCryptodome),163,2638.0,9
Vulnerable (Naive),163,32206.4,10
Safe (PyCryptodome),163,3842.4,10
Vulnerable (Naive),163,22774.0,11
Safe (PyCryptodome),163,2403.4,11
Vulnerable (Naive),163,30314.8,12
Safe (PyCryptodome),163,2280.8,12
Vulnerable (Naive),163,32227.8,13
Safe (PyCryptodome),163,2644.0,13
Vulnerable (Naive),163,43691.4,14
Safe (PyCryptodome),163,8370.0,14
Vulnerable (Naive),163,18100.6,15
Safe (PyCryptodome),163,3780.6,15
Vulnerable (Naive),163,31005.2,16
Safe (PyCryptodome),163,4553.4,16
Vulnerable (Naive),163,32675.8,17
Safe (PyCryptodome),163,4425.2,17
Vulnerable (Naive),163,68353.4,18
Safe (PyCryptodome),163,4787.0,18
Vulnerable (Naive),163,33442.2,19
Safe (PyCryptodome),163,7042.8,19
Vulnerable (Naive),163,44169.4,20
Safe (PyCryptodome),163,3444.6,20
Vulnerable (Naive),163,35327.8,21
Safe (PyCryptodome),163,3020.4,21
Vulnerable (Naive),163,30165.2,22
Safe (PyCryptodome),163,3235.6,22
Vulnerable (Naive),163,20142.4,23
Safe (PyCryptodome),163,4680.6,23
Vulnerable (Naive),163,23778.8,24
Safe (PyCryptodome),163,2753.8,24
Vulnerable (Naive),163,37914.0,25
Safe (PyCryptodome),163,3147.4,25
Vulnerable (Naive),163,34824.0,26
Safe (PyCryptodome),163,2604.8,26
Vulnerable (Naive),163,42029.4,27
Safe (PyCryptodome),163,2252.8,27
Vulnerable (Naive),163,34778.6,28
Safe (PyCryptodome),163,5336.6,28
Vulnerable (Naive),163,53395.4,29
Safe (PyCryptodome),163,8456.0,29
Vulnerable (Naive),163,50347.4,30
Safe (PyCryptodome),163,2919.6,30
Vulnerable (Naive),163,33688.2,31
Safe (PyCryptodome),163,2503.4,31
Vulnerable (Naive),163,15874.8,32
Safe (PyCryptodome),163,2638.2,32
Vulnerable (Naive),163,27099.4,33
Safe (PyCryptodome),163,2914.8,33
Vulnerable (Naive),163,28983.0,34
Safe (PyCryptodome),163,3493.4,34
Vulnerable (Naive),163,40154.8,35
Safe (PyCryptodome),163,6259.6,35
Vulnerable (Naive),163,35565.2,36
Safe (PyCryptodome),163,2252.4,36
Vulnerable (Naive),163,34841.6,37
Safe (PyCryptodome),163,3544.8,37
Vulnerable (Naive),163,41313.4,38
Safe (PyCryptodome),163,3426.4,38
Vulnerable (Naive),163,42691.4,39
Safe (PyCryptodome),163,3920.2,39
Vulnerable (Naive),163,28465.4,40
Safe (PyCryptodome),163,4034.0,40
Vulnerable (Naive),163,55961.0,41
Safe (PyCryptodome),163,4546.0,41
Vulnerable (Naive),163,41766.0,42
Safe (PyCryptodome),163,2720.6,42
Vulnerable (Naive),163,56049.8,43
Safe (PyCryptodome),163,3215.0,43
Vulnerable (Naive),163,50606.0,44
Safe (PyCryptodome),163,2848.6,44
Vulnerable (Naive),163,25233.0,45
Safe (PyCryptodome),163,2483.2,45
Vulnerable (Naive),163,23397.0,46
Safe (PyCryptodome),163,2438.2,46
Vulnerable (Naive),163,35379.6,47
Safe (PyCryptodome),163,5742.0,47
Vulnerable (Naive),163,14897.6,48
Safe (PyCryptodome),163,3677.0,48
Vulnerable (Naive),163,48385.2,49
Safe (PyCryptodome),163,2532.2,49
Vulnerable (Naive),164,41599.8,0
Safe (PyCryptodome),164,4183.0,0
Vulnerable (Naive),164,45033.6,1
Safe (PyCryptodome),164,3605.6,1
Vulnerable (Naive),164,36639.8,2
Safe (PyCryptodome),164,5807.2,2
Vulnerable (Naive),164,63167.8,3
Safe (PyCryptodome),164,3356.4,3
Vulnerable (Naive),164,31100.0,4
Safe (PyCryptodome),164,2735.2,4
Vulnerable (Naive),164,36758.4,5
Safe (PyCryptodome),164,3031.8,5
Vulnerable (Naive),164,53226.8,6
Safe (PyCryptodome),164,3567.8,6
Vulnerable (Naive),164,34325.6,7
Safe (PyCryptodome),164,4806.4,7
Vulnerable (Naive),164,38835.0,8
Safe (PyCryptodome),164,3594.2,8
Vulnerable (Naive),164,41693.2,9
Safe (PyCryptodome),164,5620.4,9
Vulnerable (Naive),164,33245.4,10
Safe (PyCryptodome),164,2634.4,10
Vulnerable (Naive),164,42011.8,11
Safe (PyCryptodome),164,3539.6,11
Vulnerable (Naive),164,29448.6,12
Safe (PyCryptodome),164,5051.6,12
Vulnerable (Naive),164,67180.4,13
Safe (PyCryptodome),164,3015.8,13
Vulnerable (Naive),164,22960.4,14
Safe (PyCryptodome),164,3924.2,14
Vulnerable (Naive),164,57321.2,15
Safe (PyCryptodome),164,4021.2,15
Vulnerable (Naive),164,27101.0,16
Safe (PyCryptodome),164,7611.8,16
Vulnerable (Naive),164,63617.6,17
Safe (PyCryptodome),164,4255.4,17
Vulnerable (Naive),164,36192.2,18
Safe (PyCryptodome),164,9112.4,18
Vulnerable (Naive),164,56461.2,19
Safe (PyCryptodome),164,2438.4,19
Vulnerable (Naive),164,25152.2,20
Safe (PyCryptodome),164,3110.0,20
Vulnerable (Naive),164,37281.8,21
Safe (PyCryptodome),164,5660.6,21
Vulnerable (Naive),164,64711.6,22
Safe (PyCryptodome),164,6734.2,22
Vulnerable (Naive),164,75323.2,23
Safe (PyCryptodome),164,6981.6,23
Vulnerable (Naive),164,29438.6,24
Safe (PyCryptodome),164,5945.0,24
Vulnerable (Naive),164,70582.8,25
Safe (PyCryptodome),164,2175.6,25
Vulnerable (Naive),164,29878.2,26
Safe (PyCryptodome),164,6004.8,26
Vulnerable (Naive),164,69508.0,27
Safe (PyCryptodome),164,3733.2,27
Vulnerable (Naive),164,32849.4,28
Safe (PyCryptodome),164,2452.6,28
Vulnerable (Naive),164,74053.6,29
Safe (PyCryptodome),164,6507.8,29
Vulnerable (Naive),164,25932.8,30
Safe (PyCryptodome),164,15592.6,30
Vulnerable (Naive),164,35155.8,31
Safe (PyCryptodome),164,5970.0,31
Vulnerable (Naive),164,71722.6,32
Safe (PyCryptodome),164,4750.8,32
Vulnerable (Naive),164,24486.2,33
Safe (PyCryptodome),164,2120.8,33
Vulnerable (Naive),164,25613.6,34
Safe (PyCryptodome),164,3099.2,34
Vulnerable (Naive),164,23924.4,35
Safe (PyCryptodome),164,12954.2,35
Vulnerable (Naive),164,31348.2,36
Safe (PyCryptodome),164,6487.4,36
Vulnerable (Naive),164,48295.8,37
Safe (PyCryptodome),164,2507.2,37
Vulnerable (Naive),164,26285.2,38
Safe (PyCryptodome),164,6079.6,38
Vulnerable (Naive),164,67262.0,39
Safe (PyCryptodome),164,2269.0,39
Vulnerable (Naive),164,56692.4,40
Safe (PyCryptodome),164,5000.4,40
Vulnerable (Naive),164,78645.2,41
Safe (PyCryptodome),164,4231.6,41
Vulnerable (Naive),164,34028.6,42
Safe (PyCryptodome),164,4917.8,42
Vulnerable (Naive),164,34307.2,43
Safe (PyCryptodome),164,6744.6,43
Vulnerable (Naive),164,69293.0,44
Safe (PyCryptodome),164,6204.6,44
Vulnerable (Naive),164,40130.4,45
Safe (PyCryptodome),164,5916.0,45
Vulnerable (Naive),164,21987.4,46
Safe (PyCryptodome),164,3307.6,46
Vulnerable (Naive),164,36155.2,47
Safe (PyCryptodome),164,5158.2,47
Vulnerable (Naive),164,21127.0,48
Safe (PyCryptodome),164,2518.8,48
Vulnerable (Naive),164,71767.4,49
Safe (PyCryptodome),164,8000.8,49
Vulnerable (Naive),165,67705.6,0
Safe (PyCryptodome),165,5831.8,0
Vulnerable (Naive),165,65251.2,1
Safe (PyCryptodome),165,2422.2,1
Vulnerable (Naive),165,29532.8,2
Safe (PyCryptodome),165,2822.8,2
Vulnerable (Naive),165,19620.0,3
Safe (PyCryptodome),165,2488.4,3
Vulnerable (Naive),165,53762.4,4
Safe (PyCryptodome),165,4212.8,4
Vulnerable (Naive),165,33961.0,5
Safe (PyCryptodome),165,5499.2,5
Vulnerable (Naive),165,35630.0,6
Safe (PyCryptodome),165,6117.0,6
Vulnerable (Naive),165,24255.8,7
Safe (PyCryptodome),165,3717.8,7
Vulnerable (Naive),165,40113.6,8
Safe (PyCryptodome),165,6248.0,8
Vulnerable (Naive),165,42142.6,9
Safe (PyCryptodome),165,5129.6,9
Vulnerable (Naive),165,33843.0,10
Safe (PyCryptodome),165,3691.4,10
Vulnerable (Naive),165,48619.0,11
Safe (PyCryptodome),165,5092.6,11
Vulnerable (Naive),165,28142.0,12
Safe (PyCryptodome),165,4033.8,12
Vulnerable (Naive),165,24415.2,13
Safe (PyCryptodome),165,2500.2,13
Vulnerable (Naive),165,43683.0,14
Safe (PyCryptodome),165,2740.2,14
Vulnerable (Naive),165,58485.2,15
Safe (PyCryptodome),165,4414.8,15
Vulnerable (Naive),165,20409.4,16
Safe (PyCryptodome),165,2515.2,16
Vulnerable (Naive),165,32352.2,17
Safe (PyCryptodome),165,2534.6,17
Vulnerable (Naive),165,33687.8,18
Safe (PyCryptodome),165,2465.4,18
Vulnerable (Naive),165,27384.6,19
Safe (PyCryptodome),165,5378.4,19
Vulnerable (Naive),165,58013.0,20
Safe (PyCryptodome),165,3244.8,20
Vulnerable (Naive),165,33673.0,21
Safe (PyCryptodome),165,2161.4,21
Vulnerable (Naive),165,24021.6,22
Safe (PyCryptodome),165,2265.4,22
Vulnerable (Naive),165,22365.6,23
Safe (PyCryptodome),165,2231.4,23
Vulnerable (Naive),165,39680.4,24
Safe (PyCryptodome),165,2067.4,24
Vulnerable (Naive),165,35237.6,25
Safe (PyCryptodome),165,6017.6,25
Vulnerable (Naive),165,48975.2,26
Safe (PyCryptodome),165,6199.0,26
Vulnerable (Naive),165,47574.8,27
Safe (PyCryptodome),165,3241.4,27
Vulnerable (Naive),165,27112.4,28
Safe (PyCryptodome),165,2179.4,28
Vulnerable (Naive),165,40486.6,29
Safe (PyCryptodome),165,4806.6,29
Vulnerable (Naive),165,62080.8,30
Safe (PyCryptodome),165,4278.0,30
Vulnerable (Naive),165,51827.2,31
Safe (PyCryptodome),165,8116.0,31
Vulnerable (Naive),165,49958.8,32
Safe (PyCryptodome),165,5477.6,32
Vulnerable (Naive),165,45585.8,33
Safe (PyCryptodome),165,5203.6,33
Vulnerable (Naive),165,38224.0,34
Safe (PyCryptodome),165,2235.6,34
Vulnerable (Naive),165,34270.0,35
Safe (PyCryptodome),165,2730.0,35
Vulnerable (Naive),165,64829.2,36
Safe (PyCryptodome),165,3415.6,36
Vulnerable (Naive),165,32512.4,37
Safe (PyCryptodome),165,4039.4,37
Vulnerable (Naive),165,32868.4,38
